City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
249,Cairns,AU,2022-07-17 05:39:28,-16.9167,145.7667,77.07,61,40,17.27
250,Lagoa Nova,BR,2022-07-17 05:39:28,-6.1,-36.4833,68.04,80,85,14.2
251,Hirara,JP,2022-07-17 05:39:28,24.8,125.2833,88.07,79,75,11.5
252,Fecamp,FR,2022-07-17 05:39:28,49.7579,0.3746,63.48,53,40,9.44
253,Canton,CN,2022-07-17 05:38:12,23.1167,113.25,94.95,54,98,11.65
254,Binga,ZW,2022-07-17 05:39:29,-17.6203,27.3414,59.54,50,0,1.88
255,Kuryk,KZ,2022-07-17 05:39:29,43.2,51.65,93.2,26,0,5.08
256,Airai,TL,2022-07-17 05:39:30,-8.9266,125.4092,67.96,63,64,3.71
257,Vila Velha,BR,2022-07-17 05:35:29,-20.3297,-40.2925,71.55,93,20,6.91
258,Boissevain,CA,2022-07-17 05:39:30,49.2306,-100.0559,70.65,84,0,10.74
259,Tromso,NO,2022-07-17 05:39:30,69.6496,18.957,48.22,93,75,9.22
260,Zhangye,CN,2022-07-17 05:39:31,38.9342,100.4517,82.96,22,100,2.59
261,Preobrazhenka,UA,2022-07-17 05:39:31,47.5719,35.8167,76.44,37,0,7.56
262,Goedereede,NL,2022-07-17 05:39:31,51.8175,3.9806,61.99,82,48,7.65
263,Half Moon Bay,US,2022-07-17 05:39:31,37.4636,-122.4286,68.79,87,100,16.11
264,Collie,AU,2022-07-17 05:39:32,-33.3667,116.15,52.0,90,100,7.47
265,Bardiyah,LY,2022-07-17 05:39:32,31.7561,25.0865,79.54,62,0,13.38
266,Gat,IL,2022-07-17 05:39:32,31.61,34.7642,82.4,100,0,3.27
267,Dunedin,NZ,2022-07-17 05:36:40,-45.8742,170.5036,53.8,38,100,5.99
268,Okhotsk,RU,2022-07-17 05:39:33,59.3833,143.3,62.31,82,61,9.84
269,Tres Arroyos,AR,2022-07-17 05:35:11,-38.3739,-60.2798,36.19,65,6,13.11
270,Margate,GB,2022-07-17 05:35:42,51.3813,1.3862,64.9,73,98,3.0
271,Alenquer,BR,2022-07-17 05:31:53,-1.9417,-54.7383,73.56,84,58,2.24
272,Villanueva,HN,2022-07-17 05:40:33,15.3167,-88.0,79.03,94,20,3.44
273,Nguruka,TZ,2022-07-17 05:40:34,-5.1092,31.0419,68.43,49,15,11.01
274,Santiago,CL,2022-07-17 05:40:01,-33.4569,-70.6483,46.85,63,42,2.3
275,Nantucket,US,2022-07-17 05:39:57,41.2835,-70.0995,73.51,94,100,5.75
276,Yar-Sale,RU,2022-07-17 05:40:34,66.8333,70.8333,69.22,46,57,7.96
277,Lavrentiya,RU,2022-07-17 05:40:34,65.5833,-171.0,53.67,67,77,9.4
278,Palmer,US,2022-07-17 05:40:35,42.1584,-72.3287,68.52,87,40,4.61
279,Joutseno,FI,2022-07-17 05:40:35,61.118,28.5076,58.53,83,90,11.54
280,Itarema,BR,2022-07-17 05:40:35,-2.9248,-39.9167,78.15,78,8,16.84
281,Nishihara,JP,2022-07-17 05:40:36,26.1842,127.7558,89.26,83,75,16.11
282,Channel-Port Aux Basques,CA,2022-07-17 05:37:32,47.5702,-59.1367,60.24,86,22,6.29
283,Naryan-Mar,RU,2022-07-17 05:40:36,67.6713,53.087,70.09,76,100,9.13
284,Santa Ana,US,2022-07-17 05:40:36,33.7456,-117.8678,77.52,84,0,3.44
285,Araouane,ML,2022-07-17 05:40:37,18.9048,-3.5265,86.61,49,79,13.62
286,Poso,ID,2022-07-17 05:40:37,-1.3959,120.7524,85.42,65,93,4.14
287,Talakan,RU,2022-07-17 05:40:37,50.3167,130.3667,73.13,86,100,2.24
288,Manokwari,ID,2022-07-17 05:40:38,-0.8667,134.0833,77.0,89,100,8.72
289,Shimoda,JP,2022-07-17 05:40:38,34.6667,138.95,85.1,80,34,13.22
290,Zhigansk,RU,2022-07-17 05:40:38,66.7697,123.3711,64.58,60,62,13.65
291,Yulara,AU,2022-07-17 05:40:39,-25.2406,130.9889,70.14,11,1,4.34
292,Aflao,TG,2022-07-17 05:40:39,6.116,1.1914,75.6,86,100,10.02
293,Waitati,NZ,2022-07-17 05:40:39,-45.75,170.5667,54.81,38,100,9.08
294,Long Beach,US,2022-07-17 05:40:40,33.767,-118.1892,72.88,90,40,1.99
